example_id,complex_name,path,generated_chain,context_chain
ame:7dsl__1__1.B__1.J,7dsl__1__1.B__1.J,structures/ame/7dsl__1__1.B__1.J.cif,1.B,1.B
ame:7dsn__1__1.B__1.H,7dsn__1__1.B__1.H,structures/ame/7dsn__1__1.B__1.H.cif,1.B,1.B
ame:7dsn__1__1.B__1.J,7dsn__1__1.B__1.J,structures/ame/7dsn__1__1.B__1.J.cif,1.B,1.B
ame:7dsq__1__1.B__1.G,7dsq__1__1.B__1.G,structures/ame/7dsq__1__1.B__1.G.cif,1.B,1.B
ame:7dsq__1__1.B__1.I,7dsq__1__1.B__1.I,structures/ame/7dsq__1__1.B__1.I.cif,1.B,1.B
ame:7dvq__1__1.VA_1.WA__1.GB,7dvq__1__1.VA_1.WA__1.GB,structures/ame/7dvq__1__1.VA_1.WA__1.GB.cif,"1.VA,1.WA","1.VA,1.WA"
ame:7dwq__1__1.H__1.AD,7dwq__1__1.H__1.AD,structures/ame/7dwq__1__1.H__1.AD.cif,1.H,1.H
ame:7e1v__1__1.R_1.T__1.ZB,7e1v__1__1.R_1.T__1.ZB,structures/ame/7e1v__1__1.R_1.T__1.ZB.cif,"1.R,1.T","1.R,1.T"
ame:7e22__1__1.A__1.B,7e22__1__1.A__1.B,structures/ame/7e22__1__1.A__1.B.cif,1.A,1.A
ame:7eiq__1__1.A__1.C,7eiq__1__1.A__1.C,structures/ame/7eiq__1__1.A__1.C.cif,1.A,1.A
ame:7eir__1__1.A__1.C,7eir__1__1.A__1.C,structures/ame/7eir__1__1.A__1.C.cif,1.A,1.A
ame:7eis__1__1.A__1.B,7eis__1__1.A__1.B,structures/ame/7eis__1__1.A__1.B.cif,1.A,1.A
ame:7ej0__1__1.E__1.F,7ej0__1__1.E__1.F,structures/ame/7ej0__1__1.E__1.F.cif,1.E,1.E
ame:7ej8__1__1.D__1.F,7ej8__1__1.D__1.F,structures/ame/7ej8__1__1.D__1.F.cif,1.D,1.D
ame:7eja__1__1.D__1.F,7eja__1__1.D__1.F,structures/ame/7eja__1__1.D__1.F.cif,1.D,1.D
ame:7ejk__1__1.E__1.F,7ejk__1__1.E__1.F,structures/ame/7ejk__1__1.E__1.F.cif,1.E,1.E
ame:7elg__1__1.A__1.B,7elg__1__1.A__1.B,structures/ame/7elg__1__1.A__1.B.cif,1.A,1.A
ame:7elt__1__2.A__2.B,7elt__1__2.A__2.B,structures/ame/7elt__1__2.A__2.B.cif,2.A,2.A
ame:7emo__2__1.B__1.F,7emo__2__1.B__1.F,structures/ame/7emo__2__1.B__1.F.cif,1.B,1.B
ame:7emp__1__1.A__1.D,7emp__1__1.A__1.D,structures/ame/7emp__1__1.A__1.D.cif,1.A,1.A
ame:7emq__2__1.B__1.H,7emq__2__1.B__1.H,structures/ame/7emq__2__1.B__1.H.cif,1.B,1.B
ame:7emr__3__1.C__1.O,7emr__3__1.C__1.O,structures/ame/7emr__3__1.C__1.O.cif,1.C,1.C
ame:7ems__3__1.C__1.H,7ems__3__1.C__1.H,structures/ame/7ems__3__1.C__1.H.cif,1.C,1.C
ame:7emt__1__1.A__1.B,7emt__1__1.A__1.B,structures/ame/7emt__1__1.A__1.B.cif,1.A,1.A
ame:7emu__1__1.A__1.B,7emu__1__1.A__1.B,structures/ame/7emu__1__1.A__1.B.cif,1.A,1.A
ame:7emv__1__1.A__1.B,7emv__1__1.A__1.B,structures/ame/7emv__1__1.A__1.B.cif,1.A,1.A
ame:7eo4__1__1.A__1.F,7eo4__1__1.A__1.F,structures/ame/7eo4__1__1.A__1.F.cif,1.A,1.A
ame:7epo__1__2.A__2.B,7epo__1__2.A__2.B,structures/ame/7epo__1__2.A__2.B.cif,2.A,2.A
ame:7epz__1__1.B__1.G,7epz__1__1.B__1.G,structures/ame/7epz__1__1.B__1.G.cif,1.B,1.B
ame:7eqf__1__1.A_1.B__1.E,7eqf__1__1.A_1.B__1.E,structures/ame/7eqf__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:7eqr__1__1.A__1.M,7eqr__1__1.A__1.M,structures/ame/7eqr__1__1.A__1.M.cif,1.A,1.A
ame:7evy__1__1.D__1.F,7evy__1__1.D__1.F,structures/ame/7evy__1__1.D__1.F.cif,1.D,1.D
ame:7evy__1__1.D__1.G,7evy__1__1.D__1.G,structures/ame/7evy__1__1.D__1.G.cif,1.D,1.D
ame:7evz__1__1.D__1.F,7evz__1__1.D__1.F,structures/ame/7evz__1__1.D__1.F.cif,1.D,1.D
ame:7ew0__1__1.D__1.F,7ew0__1__1.D__1.F,structures/ame/7ew0__1__1.D__1.F.cif,1.D,1.D
ame:7ew1__1__1.E__1.F,7ew1__1__1.E__1.F,structures/ame/7ew1__1__1.E__1.F.cif,1.E,1.E
ame:7ew2__1__1.E__1.F,7ew2__1__1.E__1.F,structures/ame/7ew2__1__1.E__1.F.cif,1.E,1.E
ame:7ew4__1__1.D__1.F,7ew4__1__1.D__1.F,structures/ame/7ew4__1__1.D__1.F.cif,1.D,1.D
ame:7ew7__1__1.D__1.F,7ew7__1__1.D__1.F,structures/ame/7ew7__1__1.D__1.F.cif,1.D,1.D
ame:7exu__1__2.A__2.C,7exu__1__2.A__2.C,structures/ame/7exu__1__2.A__2.C.cif,2.A,2.A
ame:7f5t__1__1.A__1.E,7f5t__1__1.A__1.E,structures/ame/7f5t__1__1.A__1.E.cif,1.A,1.A
ame:7f5x__1__1.A__1.E,7f5x__1__1.A__1.E,structures/ame/7f5x__1__1.A__1.E.cif,1.A,1.A
ame:7f6s__1__1.A__1.J,7f6s__1__1.A__1.J,structures/ame/7f6s__1__1.A__1.J.cif,1.A,1.A
ame:7f6u__1__1.A__1.K,7f6u__1__1.A__1.K,structures/ame/7f6u__1__1.A__1.K.cif,1.A,1.A
ame:7f6u__1__1.A__1.L,7f6u__1__1.A__1.L,structures/ame/7f6u__1__1.A__1.L.cif,1.A,1.A
ame:7f8g__2__1.B__1.D,7f8g__2__1.B__1.D,structures/ame/7f8g__2__1.B__1.D.cif,1.B,1.B
ame:7f8h__2__1.B__1.E,7f8h__2__1.B__1.E,structures/ame/7f8h__2__1.B__1.E.cif,1.B,1.B
ame:7fbh__1__2.B__2.G,7fbh__1__2.B__2.G,structures/ame/7fbh__1__2.B__2.G.cif,2.B,2.B
ame:7fh8__1__1.A__1.B,7fh8__1__1.A__1.B,structures/ame/7fh8__1__1.A__1.B.cif,1.A,1.A
ame:7fjv__1__1.A_1.B__1.C,7fjv__1__1.A_1.B__1.C,structures/ame/7fjv__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:7fml__1__1.A_1.B__1.C,7fml__1__1.A_1.B__1.C,structures/ame/7fml__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:7fn2__1__1.A_1.B__1.C,7fn2__1__1.A_1.B__1.C,structures/ame/7fn2__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:7fod__1__1.A_1.B__1.C,7fod__1__1.A_1.B__1.C,structures/ame/7fod__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:7ftg__1__1.A__1.C,7ftg__1__1.A__1.C,structures/ame/7ftg__1__1.A__1.C.cif,1.A,1.A
ame:7fth__1__1.A__1.B,7fth__1__1.A__1.B,structures/ame/7fth__1__1.A__1.B.cif,1.A,1.A
ame:7fti__1__1.A__1.C,7fti__1__1.A__1.C,structures/ame/7fti__1__1.A__1.C.cif,1.A,1.A
ame:7ftl__1__1.A__1.C,7ftl__1__1.A__1.C,structures/ame/7ftl__1__1.A__1.C.cif,1.A,1.A
ame:7ftm__1__1.A__1.C,7ftm__1__1.A__1.C,structures/ame/7ftm__1__1.A__1.C.cif,1.A,1.A
ame:7fto__1__1.A__1.C,7fto__1__1.A__1.C,structures/ame/7fto__1__1.A__1.C.cif,1.A,1.A
ame:7ftp__1__1.A__1.C,7ftp__1__1.A__1.C,structures/ame/7ftp__1__1.A__1.C.cif,1.A,1.A
ame:7ftq__1__1.A__1.C,7ftq__1__1.A__1.C,structures/ame/7ftq__1__1.A__1.C.cif,1.A,1.A
ame:7fts__1__1.A__1.C,7fts__1__1.A__1.C,structures/ame/7fts__1__1.A__1.C.cif,1.A,1.A
ame:7ftt__2__1.B__1.F,7ftt__2__1.B__1.F,structures/ame/7ftt__2__1.B__1.F.cif,1.B,1.B
ame:7ftv__1__1.A__1.C,7ftv__1__1.A__1.C,structures/ame/7ftv__1__1.A__1.C.cif,1.A,1.A
ame:7ftw__1__1.A__1.C,7ftw__1__1.A__1.C,structures/ame/7ftw__1__1.A__1.C.cif,1.A,1.A
ame:7fty__1__1.A__1.C,7fty__1__1.A__1.C,structures/ame/7fty__1__1.A__1.C.cif,1.A,1.A
ame:7ftz__2__1.B__1.F,7ftz__2__1.B__1.F,structures/ame/7ftz__2__1.B__1.F.cif,1.B,1.B
ame:7fu0__1__1.A__1.C,7fu0__1__1.A__1.C,structures/ame/7fu0__1__1.A__1.C.cif,1.A,1.A
ame:7fu1__1__1.A__1.C,7fu1__1__1.A__1.C,structures/ame/7fu1__1__1.A__1.C.cif,1.A,1.A
ame:7fu2__1__1.A__1.C,7fu2__1__1.A__1.C,structures/ame/7fu2__1__1.A__1.C.cif,1.A,1.A
ame:7fu3__1__1.A__1.C,7fu3__1__1.A__1.C,structures/ame/7fu3__1__1.A__1.C.cif,1.A,1.A
ame:7fu4__1__1.A__1.C,7fu4__1__1.A__1.C,structures/ame/7fu4__1__1.A__1.C.cif,1.A,1.A
ame:7fu5__1__1.A__1.D,7fu5__1__1.A__1.D,structures/ame/7fu5__1__1.A__1.D.cif,1.A,1.A
ame:7fu6__1__1.A__1.C,7fu6__1__1.A__1.C,structures/ame/7fu6__1__1.A__1.C.cif,1.A,1.A
ame:7fu7__1__1.A__1.C,7fu7__1__1.A__1.C,structures/ame/7fu7__1__1.A__1.C.cif,1.A,1.A
ame:7fu8__1__1.A__1.C,7fu8__1__1.A__1.C,structures/ame/7fu8__1__1.A__1.C.cif,1.A,1.A
ame:7fu9__1__1.A__1.B,7fu9__1__1.A__1.B,structures/ame/7fu9__1__1.A__1.B.cif,1.A,1.A
ame:7fub__1__1.A__1.C,7fub__1__1.A__1.C,structures/ame/7fub__1__1.A__1.C.cif,1.A,1.A
ame:7fuc__1__1.A__1.C,7fuc__1__1.A__1.C,structures/ame/7fuc__1__1.A__1.C.cif,1.A,1.A
ame:7fud__1__1.A__1.D,7fud__1__1.A__1.D,structures/ame/7fud__1__1.A__1.D.cif,1.A,1.A
ame:7fue__1__1.A__1.C,7fue__1__1.A__1.C,structures/ame/7fue__1__1.A__1.C.cif,1.A,1.A
ame:7fuf__1__1.A__1.C,7fuf__1__1.A__1.C,structures/ame/7fuf__1__1.A__1.C.cif,1.A,1.A
ame:7fug__2__1.B__1.F,7fug__2__1.B__1.F,structures/ame/7fug__2__1.B__1.F.cif,1.B,1.B
ame:7fuk__1__1.A__1.B,7fuk__1__1.A__1.B,structures/ame/7fuk__1__1.A__1.B.cif,1.A,1.A
ame:7ful__1__1.A__1.C,7ful__1__1.A__1.C,structures/ame/7ful__1__1.A__1.C.cif,1.A,1.A
ame:7fum__1__1.A__1.C,7fum__1__1.A__1.C,structures/ame/7fum__1__1.A__1.C.cif,1.A,1.A
ame:7fun__1__1.A__1.C,7fun__1__1.A__1.C,structures/ame/7fun__1__1.A__1.C.cif,1.A,1.A
ame:7fuo__1__1.A__1.C,7fuo__1__1.A__1.C,structures/ame/7fuo__1__1.A__1.C.cif,1.A,1.A
ame:7fuq__1__1.A__1.C,7fuq__1__1.A__1.C,structures/ame/7fuq__1__1.A__1.C.cif,1.A,1.A
ame:7jk8__1__1.A_1.B__1.C,7jk8__1__1.A_1.B__1.C,structures/ame/7jk8__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:7jlj__1__2.A__2.B,7jlj__1__2.A__2.B,structures/ame/7jlj__1__2.A__2.B.cif,2.A,2.A
ame:7jlm__1__1.A__1.D,7jlm__1__1.A__1.D,structures/ame/7jlm__1__1.A__1.D.cif,1.A,1.A
ame:7jlr__1__2.A__2.B,7jlr__1__2.A__2.B,structures/ame/7jlr__1__2.A__2.B.cif,2.A,2.A
ame:7jm2__1__1.A_1.C__1.D,7jm2__1__1.A_1.C__1.D,structures/ame/7jm2__1__1.A_1.C__1.D.cif,"1.A,1.C","1.A,1.C"
ame:7jmt__1__1.A__1.G,7jmt__1__1.A__1.G,structures/ame/7jmt__1__1.A__1.G.cif,1.A,1.A
ame:7k12__1__1.A_1.B__1.D,7k12__1__1.A_1.B__1.D,structures/ame/7k12__1__1.A_1.B__1.D.cif,"1.A,1.B","1.A,1.B"
ame:7k13__2__1.B_1.C__1.G,7k13__2__1.B_1.C__1.G,structures/ame/7k13__2__1.B_1.C__1.G.cif,"1.B,1.C","1.B,1.C"
ame:7k1l__1__1.B__1.H,7k1l__1__1.B__1.H,structures/ame/7k1l__1__1.B__1.H.cif,1.B,1.B
ame:7k38__1__1.A__1.B,7k38__1__1.A__1.B,structures/ame/7k38__1__1.A__1.B.cif,1.A,1.A
ame:7kfp__1__1.A__1.B,7kfp__1__1.A__1.B,structures/ame/7kfp__1__1.A__1.B.cif,1.A,1.A
ame:7kg0__1__1.A__1.B,7kg0__1__1.A__1.B,structures/ame/7kg0__1__1.A__1.B.cif,1.A,1.A
ame:7kg7__1__1.A__1.B,7kg7__1__1.A__1.B,structures/ame/7kg7__1__1.A__1.B.cif,1.A,1.A
ame:7kg8__1__1.A__1.B,7kg8__1__1.A__1.B,structures/ame/7kg8__1__1.A__1.B.cif,1.A,1.A
ame:7kgx__1__1.A__1.D,7kgx__1__1.A__1.D,structures/ame/7kgx__1__1.A__1.D.cif,1.A,1.A
ame:7khr__1__1.W_1.X__1.AB,7khr__1__1.W_1.X__1.AB,structures/ame/7khr__1__1.W_1.X__1.AB.cif,"1.W,1.X","1.W,1.X"
ame:7khs__1__1.A_1.B__1.E,7khs__1__1.A_1.B__1.E,structures/ame/7khs__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:7kk3__3__1.C__1.G,7kk3__3__1.C__1.G,structures/ame/7kk3__3__1.C__1.G.cif,1.C,1.C
ame:7kk4__2__1.B__1.D,7kk4__2__1.B__1.D,structures/ame/7kk4__2__1.B__1.D.cif,1.B,1.B
ame:7kk6__2__1.B__1.G,7kk6__2__1.B__1.G,structures/ame/7kk6__2__1.B__1.G.cif,1.B,1.B
ame:7kl6__1__1.A__1.C,7kl6__1__1.A__1.C,structures/ame/7kl6__1__1.A__1.C.cif,1.A,1.A
ame:7knw__4__1.D__1.K,7knw__4__1.D__1.K,structures/ame/7knw__4__1.D__1.K.cif,1.D,1.D
ame:7knx__4__1.D__1.J,7knx__4__1.D__1.J,structures/ame/7knx__4__1.D__1.J.cif,1.D,1.D
ame:7kp2__1__1.A__1.B,7kp2__1__1.A__1.B,structures/ame/7kp2__1__1.A__1.B.cif,1.A,1.A
ame:7kq3__3__1.C__1.G,7kq3__3__1.C__1.G,structures/ame/7kq3__3__1.C__1.G.cif,1.C,1.C
ame:7kui__1__1.A__1.N,7kui__1__1.A__1.N,structures/ame/7kui__1__1.A__1.N.cif,1.A,1.A
ame:7kxb__1__1.A__1.B,7kxb__1__1.A__1.B,structures/ame/7kxb__1__1.A__1.B.cif,1.A,1.A
ame:7kxi__1__1.A__1.B,7kxi__1__1.A__1.B,structures/ame/7kxi__1__1.A__1.B.cif,1.A,1.A
ame:7kz9__2__1.B__1.H,7kz9__2__1.B__1.H,structures/ame/7kz9__2__1.B__1.H.cif,1.B,1.B
ame:7l7g__1__1.C_1.D_1.G_1.H__1.K,7l7g__1__1.C_1.D_1.G_1.H__1.K,structures/ame/7l7g__1__1.C_1.D_1.G_1.H__1.K.cif,"1.C,1.D,1.G,1.H","1.C,1.D,1.G,1.H"
ame:7lam__1__1.A__1.B,7lam__1__1.A__1.B,structures/ame/7lam__1__1.A__1.B.cif,1.A,1.A
ame:7laq__1__1.A__1.B,7laq__1__1.A__1.B,structures/ame/7laq__1__1.A__1.B.cif,1.A,1.A
ame:7lg7__1__1.A__1.B,7lg7__1__1.A__1.B,structures/ame/7lg7__1__1.A__1.B.cif,1.A,1.A
ame:7lmt__1__1.G_1.H__1.R,7lmt__1__1.G_1.H__1.R,structures/ame/7lmt__1__1.G_1.H__1.R.cif,"1.H,1.G","1.H,1.G"
ame:7lpp__4__1.D__1.L,7lpp__4__1.D__1.L,structures/ame/7lpp__4__1.D__1.L.cif,1.D,1.D
ame:7lpq__1__1.A__1.E,7lpq__1__1.A__1.E,structures/ame/7lpq__1__1.A__1.E.cif,1.A,1.A
ame:7luf__2__1.D__1.H,7luf__2__1.D__1.H,structures/ame/7luf__2__1.D__1.H.cif,1.D,1.D
ame:7m40__1__1.A__1.C,7m40__1__1.A__1.C,structures/ame/7m40__1__1.A__1.C.cif,1.A,1.A
ame:7m4t__1__1.A__1.F,7m4t__1__1.A__1.F,structures/ame/7m4t__1__1.A__1.F.cif,1.A,1.A
ame:7m63__1__1.A__1.C,7m63__1__1.A__1.C,structures/ame/7m63__1__1.A__1.C.cif,1.A,1.A
ame:7m6k__1__1.A__1.C,7m6k__1__1.A__1.C,structures/ame/7m6k__1__1.A__1.C.cif,1.A,1.A
ame:7m7v__2__1.B__1.D,7m7v__2__1.B__1.D,structures/ame/7m7v__2__1.B__1.D.cif,1.B,1.B
ame:7m93__1__1.A__1.E,7m93__1__1.A__1.E,structures/ame/7m93__1__1.A__1.E.cif,1.A,1.A
ame:7m94__2__1.C__1.S,7m94__2__1.C__1.S,structures/ame/7m94__2__1.C__1.S.cif,1.C,1.C
ame:7m95__1__1.A__1.C,7m95__1__1.A__1.C,structures/ame/7m95__1__1.A__1.C.cif,1.A,1.A
ame:7m96__1__1.A__1.E,7m96__1__1.A__1.E,structures/ame/7m96__1__1.A__1.E.cif,1.A,1.A
ame:7mdn__1__1.G_1.H__1.R,7mdn__1__1.G_1.H__1.R,structures/ame/7mdn__1__1.G_1.H__1.R.cif,"1.H,1.G","1.H,1.G"
ame:7mel__1__1.B__1.G,7mel__1__1.B__1.G,structures/ame/7mel__1__1.B__1.G.cif,1.B,1.B
ame:7mgx__2__1.C_1.G__1.J,7mgx__2__1.C_1.G__1.J,structures/ame/7mgx__2__1.C_1.G__1.J.cif,"1.C,1.G","1.C,1.G"
ame:7mgy__1__1.A__1.C,7mgy__1__1.A__1.C,structures/ame/7mgy__1__1.A__1.C.cif,1.A,1.A
ame:7mgz__1__1.A__1.F,7mgz__1__1.A__1.F,structures/ame/7mgz__1__1.A__1.F.cif,1.A,1.A
ame:7mif__1__1.A__1.E,7mif__1__1.A__1.E,structures/ame/7mif__1__1.A__1.E.cif,1.A,1.A
ame:7mig__1__1.A__1.F,7mig__1__1.A__1.F,structures/ame/7mig__1__1.A__1.F.cif,1.A,1.A
ame:7mih__1__1.A__1.G,7mih__1__1.A__1.G,structures/ame/7mih__1__1.A__1.G.cif,1.A,1.A
ame:7mii__1__1.A__1.G,7mii__1__1.A__1.G,structures/ame/7mii__1__1.A__1.G.cif,1.A,1.A
ame:7mip__1__1.A__1.E,7mip__1__1.A__1.E,structures/ame/7mip__1__1.A__1.E.cif,1.A,1.A
ame:7miv__1__1.A__1.E,7miv__1__1.A__1.E,structures/ame/7miv__1__1.A__1.E.cif,1.A,1.A
ame:7miv__1__1.A__1.H,7miv__1__1.A__1.H,structures/ame/7miv__1__1.A__1.H.cif,1.A,1.A
ame:7mpd__1__1.A__1.B,7mpd__1__1.A__1.B,structures/ame/7mpd__1__1.A__1.B.cif,1.A,1.A
ame:7ms5__1__1.A__1.D,7ms5__1__1.A__1.D,structures/ame/7ms5__1__1.A__1.D.cif,1.A,1.A
ame:7ms5__2__1.B__1.G,7ms5__2__1.B__1.G,structures/ame/7ms5__2__1.B__1.G.cif,1.B,1.B
ame:7ms7__1__1.A__1.D,7ms7__1__1.A__1.D,structures/ame/7ms7__1__1.A__1.D.cif,1.A,1.A
ame:7myl__3__1.E__1.K,7myl__3__1.E__1.K,structures/ame/7myl__3__1.E__1.K.cif,1.E,1.E
ame:7n2x__1__1.A__1.D,7n2x__1__1.A__1.D,structures/ame/7n2x__1__1.A__1.D.cif,1.A,1.A
ame:7n3u__1__1.A__1.B,7n3u__1__1.A__1.B,structures/ame/7n3u__1__1.A__1.B.cif,1.A,1.A
ame:7n4w__1__1.A__1.D,7n4w__1__1.A__1.D,structures/ame/7n4w__1__1.A__1.D.cif,1.A,1.A
ame:7n4z__2__1.C__1.J,7n4z__2__1.C__1.J,structures/ame/7n4z__2__1.C__1.J.cif,1.C,1.C
ame:7n53__1__1.A__1.D,7n53__1__1.A__1.D,structures/ame/7n53__1__1.A__1.D.cif,1.A,1.A
ame:7n54__1__1.A__1.F,7n54__1__1.A__1.F,structures/ame/7n54__1__1.A__1.F.cif,1.A,1.A
ame:7n6q__1__1.A__1.E,7n6q__1__1.A__1.E,structures/ame/7n6q__1__1.A__1.E.cif,1.A,1.A
ame:7n7l__1__1.A__1.B,7n7l__1__1.A__1.B,structures/ame/7n7l__1__1.A__1.B.cif,1.A,1.A
ame:7n7m__1__1.A__1.B,7n7m__1__1.A__1.B,structures/ame/7n7m__1__1.A__1.B.cif,1.A,1.A
ame:7n7n__1__2.A__2.B,7n7n__1__2.A__2.B,structures/ame/7n7n__1__2.A__2.B.cif,2.A,2.A
ame:7n7o__1__1.A__1.B,7n7o__1__1.A__1.B,structures/ame/7n7o__1__1.A__1.B.cif,1.A,1.A
ame:7n7r__1__4.B__4.C,7n7r__1__4.B__4.C,structures/ame/7n7r__1__4.B__4.C.cif,4.B,4.B
ame:7n7w__1__3.B__3.C,7n7w__1__3.B__3.C,structures/ame/7n7w__1__3.B__3.C.cif,3.B,3.B
ame:7n7y__1__3.B__3.D,7n7y__1__3.B__3.D,structures/ame/7n7y__1__3.B__3.D.cif,3.B,3.B
ame:7n81__1__1.B__1.C,7n81__1__1.B__1.C,structures/ame/7n81__1__1.B__1.C.cif,1.B,1.B
ame:7nak__1__1.A_1.B__1.I,7nak__1__1.A_1.B__1.I,structures/ame/7nak__1__1.A_1.B__1.I.cif,"1.A,1.B","1.A,1.B"
ame:7nd1__1__1.A__1.E,7nd1__1__1.A__1.E,structures/ame/7nd1__1__1.A__1.E.cif,1.A,1.A
ame:7ne2__1__1.A__1.E,7ne2__1__1.A__1.E,structures/ame/7ne2__1__1.A__1.E.cif,1.A,1.A
ame:7ne2__1__1.B__1.F,7ne2__1__1.B__1.F,structures/ame/7ne2__1__1.B__1.F.cif,1.B,1.B
ame:7neq__1__1.A_1.F__1.K,7neq__1__1.A_1.F__1.K,structures/ame/7neq__1__1.A_1.F__1.K.cif,"1.A,1.F","1.A,1.F"
ame:7nhe__1__3.D__3.L,7nhe__1__3.D__3.L,structures/ame/7nhe__1__3.D__3.L.cif,3.D,3.D
ame:7nhg__1__1.A__1.C,7nhg__1__1.A__1.C,structures/ame/7nhg__1__1.A__1.C.cif,1.A,1.A
ame:7nhh__1__1.A__1.F,7nhh__1__1.A__1.F,structures/ame/7nhh__1__1.A__1.F.cif,1.A,1.A
ame:7nhi__1__1.A__1.C,7nhi__1__1.A__1.C,structures/ame/7nhi__1__1.A__1.C.cif,1.A,1.A
ame:7nhj__1__1.A__1.C,7nhj__1__1.A__1.C,structures/ame/7nhj__1__1.A__1.C.cif,1.A,1.A
ame:7nhv__1__1.A__1.C,7nhv__1__1.A__1.C,structures/ame/7nhv__1__1.A__1.C.cif,1.A,1.A
ame:7ni4__1__1.A__1.D,7ni4__1__1.A__1.D,structures/ame/7ni4__1__1.A__1.D.cif,1.A,1.A
ame:7ni5__1__1.A__1.C,7ni5__1__1.A__1.C,structures/ame/7ni5__1__1.A__1.C.cif,1.A,1.A
ame:7ni7__1__1.A__1.C,7ni7__1__1.A__1.C,structures/ame/7ni7__1__1.A__1.C.cif,1.A,1.A
ame:7ni8__1__1.A__1.C,7ni8__1__1.A__1.C,structures/ame/7ni8__1__1.A__1.C.cif,1.A,1.A
ame:7ni9__1__1.A__1.C,7ni9__1__1.A__1.C,structures/ame/7ni9__1__1.A__1.C.cif,1.A,1.A
ame:7nia__1__1.A__1.C,7nia__1__1.A__1.C,structures/ame/7nia__1__1.A__1.C.cif,1.A,1.A
ame:7nid__1__1.A__1.C,7nid__1__1.A__1.C,structures/ame/7nid__1__1.A__1.C.cif,1.A,1.A
ame:7nl8__1__1.B__1.K,7nl8__1__1.B__1.K,structures/ame/7nl8__1__1.B__1.K.cif,1.B,1.B
ame:7nm2__1__1.A__1.B,7nm2__1__1.A__1.B,structures/ame/7nm2__1__1.A__1.B.cif,1.A,1.A
ame:7nm4__1__1.A__1.B,7nm4__1__1.A__1.B,structures/ame/7nm4__1__1.A__1.B.cif,1.A,1.A
ame:7nm5__1__1.A__1.B,7nm5__1__1.A__1.B,structures/ame/7nm5__1__1.A__1.B.cif,1.A,1.A
ame:7nmk__1__1.A__1.C,7nmk__1__1.A__1.C,structures/ame/7nmk__1__1.A__1.C.cif,1.A,1.A
ame:7nng__2__1.B__1.I,7nng__2__1.B__1.I,structures/ame/7nng__2__1.B__1.I.cif,1.B,1.B
ame:7nnj__2__1.B__1.K,7nnj__2__1.B__1.K,structures/ame/7nnj__2__1.B__1.K.cif,1.B,1.B
ame:7nnr__1__2.B__2.E,7nnr__1__2.B__2.E,structures/ame/7nnr__1__2.B__2.E.cif,2.B,2.B
ame:7npj__1__1.B__1.I,7npj__1__1.B__1.I,structures/ame/7npj__1__1.B__1.I.cif,1.B,1.B
ame:7nrb__1__1.A__1.B,7nrb__1__1.A__1.B,structures/ame/7nrb__1__1.A__1.B.cif,1.A,1.A
ame:7nry__1__1.A__1.B,7nry__1__1.A__1.B,structures/ame/7nry__1__1.A__1.B.cif,1.A,1.A
ame:7nsn__1__1.A__1.J,7nsn__1__1.A__1.J,structures/ame/7nsn__1__1.A__1.J.cif,1.A,1.A
ame:7nu6__1__1.A__1.D,7nu6__1__1.A__1.D,structures/ame/7nu6__1__1.A__1.D.cif,1.A,1.A
ame:7nu7__1__1.A__1.C,7nu7__1__1.A__1.C,structures/ame/7nu7__1__1.A__1.C.cif,1.A,1.A
ame:7nu8__1__1.A__1.C,7nu8__1__1.A__1.C,structures/ame/7nu8__1__1.A__1.C.cif,1.A,1.A
ame:7nu8__1__1.A__1.D,7nu8__1__1.A__1.D,structures/ame/7nu8__1__1.A__1.D.cif,1.A,1.A
ame:7o04__1__1.A__1.G,7o04__1__1.A__1.G,structures/ame/7o04__1__1.A__1.G.cif,1.A,1.A
ame:7o08__1__1.A__1.C,7o08__1__1.A__1.C,structures/ame/7o08__1__1.A__1.C.cif,1.A,1.A
ame:7o09__1__1.A__1.C,7o09__1__1.A__1.C,structures/ame/7o09__1__1.A__1.C.cif,1.A,1.A
ame:7o0l__1__1.B__1.D,7o0l__1__1.B__1.D,structures/ame/7o0l__1__1.B__1.D.cif,1.B,1.B
ame:7o0m__1__1.A__1.C,7o0m__1__1.A__1.C,structures/ame/7o0m__1__1.A__1.C.cif,1.A,1.A
ame:7o0p__1__1.A__1.C,7o0p__1__1.A__1.C,structures/ame/7o0p__1__1.A__1.C.cif,1.A,1.A
ame:7o0q__1__1.A__1.C,7o0q__1__1.A__1.C,structures/ame/7o0q__1__1.A__1.C.cif,1.A,1.A
ame:7o0r__1__1.A__1.C,7o0r__1__1.A__1.C,structures/ame/7o0r__1__1.A__1.C.cif,1.A,1.A
ame:7o27__1__1.A__1.C,7o27__1__1.A__1.C,structures/ame/7o27__1__1.A__1.C.cif,1.A,1.A
ame:7o28__1__1.A__1.C,7o28__1__1.A__1.C,structures/ame/7o28__1__1.A__1.C.cif,1.A,1.A
